시리즈,자재코드,제품코드 (Deloitte 추가 분류),해석된 코드 의미,최종 Mapping,소재 Sanitized,용기/외용기 소재,주요 제품 여부_Lv0,주요 제품 여부_Lv1,주요 제품 여부_Lv2,장식,오버캡,외캡,캡,내캡,중캡,숄더,덮개,박킹/패킹,플러그,피스톤,받침,내용기,외용기,용기,펌프,펌프외캡,하캡,리필용기,상체,중체,하체,버튼,스포이드캡,유리관,고무,하버튼,솔대,용기커버,스크류/스크류받침,주걱,용량,크기,무게(g),,image_file
L,CSL50-NP,CSL50-NP,L시리즈 / 50 / New + Pump,Pump Bottle,PMMA (아크릴),PMMA,,,,,,PETG,,,,ABS,,,,,,PETG,PMMA,,PP,,,,,,,,,,,,,,,,50,41.6x155,105.5,,product-images/CSL50-NP.png
L,CSL30-NP,CSL30-NP,L시리즈 / 30 / New + Pump,Pump Bottle,PMMA (아크릴),PMMA,,,,,,PETG,,,,ABS,,,,,,PETG,PMMA,,PP,,,,,,,,,,,,,,,,30,41.6x155,102.5,,product-images/CSL30-NP.png
L,CSL50-NU,CSL50-NU,L시리즈 / 50 / New + 언더컷,Open Jar,PMMA (아크릴),PMMA,,,,,,ABS,,PP,,,LLDPE,,,,,PP,PMMA,,,,,,,,,,,,,,,,,,50,69.6x59.4,127.6,,product-images/CSL50-NU.png
L,CSL30-NU,CSL30-NU,L시리즈 / 30 / New + 언더컷,Open Jar,PMMA (아크릴),PMMA,,,,,,ABS,,PP,,,LLDPE,,,,,PP,PMMA,,,,,,,,,,,,,,,,,,30,60.4x51.5,80.3,,product-images/CSL30-NU.png
M,CSM12-J,CSM12-J,M시리즈(팩트) / 12 / 장식,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,,ABS,ABS,ABS,,,,,,,,,,12,71.6x23.6,55.3,,
M,CSM12-C,CSM12-C,M시리즈(팩트) / 12 / 초음파,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,,ABS,ABS,ABS,,,,,,,,,,12,71.6x22.2,47.8,,product-images/CSM12-C.png
M,CSM1,CSM1,M시리즈 / 코드 규칙 없음,Single Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,,ABS,ABS,ABS,,,,,,,,,,12,,39.7,,product-images/CSM1.png
M,CSM2,CSM2,M시리즈 / 코드 규칙 없음,Single Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,,ABS,ABS,ABS,,,,,,,,,,12,,33.8,,product-images/CSM2.png
M,CSM15-AJ1,CSM15-AJ1,M시리즈 / 15 / Airless + 장식,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,PP,ABS,ABS,ABS,,,,,,,,,,15,75.81x27.7,67.4,,product-images/CSM15-AJ1.png
M,CSM15-AC1,CSM15-AC1,M시리즈 / 15 / Air Cushion,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,PP,ABS,ABS,ABS,,,,,,,,,,15,75.81x27.5,52.2,,product-images/CSM15-AC1.png
M,CSM15-AJ2,CSM15-AJ2,M시리즈 / 15 / Airless + 장식,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,PP,ABS,ABS,ABS,,,,,,,,,,15,75.81x27.7,65.5,,product-images/CSM15-AJ2.png
M,CSM15-AC2,CSM15-AC2,M시리즈 / 15 / Air Cushion,Cushion Compact,ABS,0,,,,,,,,,,,PETG,,,,,,,,,,,PP,ABS,ABS,ABS,,,,,,,,,,15,75.81x27.5,53.2,,product-images/CSM15-AC2.png
N,CSN50-C,CSN50-C,N시리즈(왁스통) / 50 / 언더컷,Open Jar,PP,PP,,,,,,PETG,,PP,,,LLDPE,,,,,,PP,,,,,,,,,,,,,,,,,,50,70.6x38,62.6,,product-images/CSN50-C.png
N,CSN30-C,CSN30-C,N시리즈 / 30 / 언더컷,Open Jar,PP,PP,,,,,,PETG,,PP,,,LLDPE,,,,,,PP,,,,,,,,,,,,,,,,,,30,60.6x35.9,50,,product-images/CSN30-C.png
N,CSN15-C,CSN15-C,N시리즈 / 15 / 언더컷,Open Jar,PP,PP,,,,,,PETG,,PP,,,LLDPE,,,,,,PP,,,,,,,,,,,,,,,,,,15,51.8x28.2,28.1,,product-images/CSN15-C.png
O,CSO150-P,CSO150-P,O시리즈(조약돌) / 150 / Pump,Pump Bottle,PETG,PETG,,,,,,PETG,,,,ABS,,,,,,,PETG,,PP,,,,,,,,,,,,,,,,150,55.5x144.9,96.3,,product-images/CSO150-P.png
O,CSO50-A,CSO50-A,O시리즈 / 50 / Airless,Airless Pump Bottle,PETG,PETG,,,,,,PETG,,,,ABS,,,,LLDPE,,,PETG,,PP,,,,,,,,,,,,,,,,50,55.5x142.8,187.6,,product-images/CSO50-A.png
O,CSO50-C,CSO50-C,O시리즈 / 50 / 초음파,Open Jar,PMMA (아크릴),PMMA,,,,,,ABS,,PP,,,LLDPE,,,,,PP,PMMA,,,,,,,,,,,,,,,,,,50,69.2x67.9,133,,product-images/CSO50-C.png
O,CSO30-C,CSO30-C,O시리즈 / 30 / 초음파,Open Jar,PMMA (아크릴),PMMA,,,,,,ABS,,PP,,,LLDPE,,,,,PP,PMMA,,,,,,,,,,,,,,,,,,30,60.5x60.3,92,,product-images/CSO30-C.png
O,CSO20-S,CSO20-S,O시리즈 / 20 / Screw,Gravity-fed Bottle,PETG,PETG,,,,,,PP,,,,,,,LLDPE,,,,PETG,,,,,,,,,,,,,,,,,,20,32.2x67.3,13.4,,product-images/CSO20-S.png
P,CSP140-P,CSP140-P,P시리즈 / 140 / Pump,Pump Bottle,PETG,PETG,,,,,,PMMA,,,,ABS,,,,,,,PETG,,PP/AL,,,,,,,,,,,,,,,,140,47x170.1,111.4,,product-images/CSP140-P.png
P,CSP40-P,CSP40-P,P시리즈 / 40 / Pump,Pump Bottle,PMMA (아크릴),PMMA,,,,,,PMMA,,,,ABS,,,,,,PP,PMMA,,PP/AL,,,,,,,,,,,,,,,,40,45.7x146.3,153.6,,product-images/CSP40-P.png
P,CSP40-C,CSP40-C,P시리즈 / 40 / 초음파,Open Jar,PMMA (아크릴),PMMA,,,,,,PMMA,,,ABS,,LLDPE,,,,,PP,PMMA,,,,,,,,,,,,,,,,,,40,72.8x82.2,145,,product-images/CSP40-C.png
Q,CSQ170-P,CSQ170-P,Q시리즈 / 170 / Pump,Pump Bottle,PET,PET,,,,,,PETG,,,,ABS,,,,,,,PET,,PP,,,,,,,,,,,,,,,,170,54.2x180.5,91.7,,product-images/CSQ170-P.png
Q,CSQ50-P,CSQ50-P,Q시리즈 / 50 / Pump,Pump Bottle,PET,PET,,,,,,PETG,,,,ABS,,,,,,,PET,,PP,,,,,,,,,,,,,,,,50,45.8x115.8,70.5,,product-images/CSQ50-P.png
Q,CSQ50-C,CSQ50-C,Q시리즈 / 50 / 단캡,Open Jar,AS/SAN/GPPS,SAN,,,,,,ABS,,POM,,,LLDPE,,,,,PP,SAN,,,,,,,,,,,,,,,,,,50,76.6x56.7,128.8,,product-images/CSQ50-C.png
Q,CSQ30-C,CSQ30-C,Q시리즈 / 30 / 단캡,Open Jar,AS/SAN/GPPS,SAN,,,,,,ABS,,POM,,,LLDPE,,,,,PP,SAN,,,,,,,,,,,,,,,,,,30,76.6x56.7,127.6,,product-images/CSQ30-C.png
R-1,CSR120-P,CSR120-P,R시리즈(디퓨즈) / 120 / Pump,Pump Bottle,PETG,PETG,,,,,,PETG,,,,ABS,,,,,ABS,PP,PETG,,PP/AL,,,,,,,,,,,,,,,,120,60.6x151.1,116.8,,product-images/CSR120-P.png
R-1,CSR50(120)-P,CSR50(120)-P,R시리즈 / 50(120) / Pump,Pump Bottle,PETG,PETG,,,,,,PETG,,,,ABS,,,,,ABS,PP,PETG,,PP/AL,,,,,,,,,,,,,,,,120,60.6x151.1,108.7,,product-images/CSR50(120)-P.png
R-1,CSR50-A,CSR50-A,R시리즈 / 50 / Airless,Airless Pump Bottle,PETG,PETG,,,,,,,,,,ABS,,,,LLDPE,ABS,PP,PETG,,PP/AL,,,,,,,,,,,,,,,,50,54.2x146,107.7,,product-images/CSR50-A.png
R-1,CSR50-C,CSR50-C,R시리즈 / 50 / 초음파,Open Jar,PETG,PETG,,,,,,ABS,,,,,LLPDE,,,,ABS,PP,PETG,,,,,,,,,,,,,,,,,,50,66.1x64.6,117.8,,product-images/CSR50-C.png
R-1,CSR30-C,CSR30-C,R시리즈 / 30 / 초음파,Open Jar,PETG,PETG,,,,,,ABS,,,,,LLPDE,,,,ABS,PP,PETG,,,,,,,,,,,,,,,,,,30,53.9x54.5,70,,product-images/CSR30-C.png
R-2,CSRN130-P,CSRN130-P,RN형 / 130 / Pump,Pump Bottle,PETG,PETG,,,,,,PETG,,,,,,,,,,,PETG,,PP,,,,,,,,,,,,,,,,130,41.7x180.7,58.6,,product-images/CSRN130-P.png
R-2,CSRN130-S,CSRN130-S,RN형 / 130 / Screw,Gravity-fed Bottle,PETG,PETG,,,,,,PP,,,,,,,LDPE,,,,PETG,,,,,,,,,,,,,,,,,,130,41.7x166.1,51.1,,product-images/CSRN130-S.png
R-2,CSRN60-C,CSRN60-C,RN형 / 60 / 단캡,Open Jar,PETG,PETG,주요 제품,용기 PET 크림용기모델,용기 PET_크림용기,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,60,72.7x58.8,69.5,,product-images/CSRN60-C.png
R-2,CSRN50-C,CSRN50-C,RN형 / 50 /  단캡,Open Jar,PETG,PETG,주요 제품,용기 PET 크림용기모델,용기 PET_크림용기,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,50,72.7x58.8,69.2,,product-images/CSRN50-C.png
R-2,CSRN30-C,CSRN30-C,RN형 / 30 / 단캡,Open Jar,PETG,PETG,,,,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,30,59x48.7,43.2,,product-images/CSRN30-C.png
R-2,CSRS60-C,CSRS60-C,RS형 / 60 / 단캡,Open Jar,PETG,PETG,주요 제품,용기 PET 크림용기모델,용기 PET_크림용기,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,60,73x54.5,70.3,,product-images/CSRS60-C.png
R-2,CSRS50-C,CSRS50-C,RS형 / 50 / 단캡,Open Jar,PETG,PETG,주요 제품,주요 10개 제품코드,주요 10개 제품코드,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,50,73x54.5,69,,product-images/CSRS50-C.png
R-2,CSRS30-C,CSRS30-C,RS형 / 30 / 단캡,Open Jar,PETG,PETG,,,,,,ABS,,,,,LLDPE,,,,,PP,PETG,,,,,,,,,,,,,,,,,,30,59.5x46.5,44,,product-images/CSRS30-C.png
R-3,CSRN55-C,CSRN55-C,RN형 / 55 / 단캡,Open Jar,PET,PET,,,,,,PET,,,,,PP,,,,,,PET,,,,,,,,,,,,,,,,,,55,64.9x44.6,75.8,,product-images/CSRN55-C.png
R-3,CSRN30-C(R3),CSRN30-C(R3),RN형 / 30 / 초음파 (R3 variant),Open Jar,PET,PET,,,,,,PET,,,,,PP,,,,,,PET,,,,,,,,,,,,,,,,,,30,55.5x38.2,40.2,,
S,CSS10-SP,CSS10-SP,S시리즈 / 10 / Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,ABS,,PETG,,,,,,,,,,,,,LLDPE,,,,,10,28.2x67.3,15,,product-images/CSS10-SP.png
S,CSS30-P,CSS30-P,S시리즈 / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,30,38.2x100.5,60.2,,product-images/CSS30-P.png
S,CSSR30-P,CSSR30-P,S시리즈(R형) / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,30,38.2x100.5,60.2,,product-images/CSSR30-P.png
S,CSS50-P,CSS50-P,S시리즈 / 50 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,50,38.2x123.3,71.7,,product-images/CSS50-P.png
S,CSSN30-P,CSSN30-P,S시리즈(N형) / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,30,39.5x96.2,63.1,,product-images/CSSN30-P.png
S,CSSN40-P,CSSN40-P,S시리즈(N형) / 40 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,40,39.5x104.9,59.7,,product-images/CSSN40-P.png
S,CSSN50-P,CSSN50-P,S시리즈(N형) / 50 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,,,,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,50,39.5x114.2,63.5,,product-images/CSSN50-P.png
S,CSS15-SP,CSS15-SP,S시리즈 / 15 / Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PETG,,ABS,,,,,LDPE,,,,PETG,,,,,,,,,,,,실리콘/NBR,,,,,,15,30.8x114.8,62.2,,product-images/CSS15-SP.png
S,CSS30-SP,CSS30-SP,S시리즈 / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,30,38.2x91.3,43.8,,product-images/CSS30-SP.png
S,CSSR30-SP,CSSR30-SP,S시리즈(R형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,30,38.2x91.3,43.8,,product-images/CSSR30-SP.png
S,CSS50-SP,CSS50-SP,S시리즈 / 50 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,50,38.2x114.6,55.7,,product-images/CSS50-SP.png
S,CSSN30-SP,CSSN30-SP,S시리즈(N형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,30,39.5x89,45.8,,product-images/CSSN30-SP.png
S,CSSN40-SP,CSSN40-SP,S시리즈(N형) / 40 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,40,39.4x96,46.2,,product-images/CSSN40-SP.png
S,CSSN50-SP,CSSN50-SP,S시리즈(N형) / 50 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,50,39.5x103.4,46.9,,product-images/CSSN50-SP.png
S,CSSN(2)30-SP,CSSN(2)30-SP,S시리즈(N2형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,GLASS,실리콘/NBR,,,,,,30,38.6x91.5,46.5,,product-images/CSSN(2)30-SP.png
S,CSS30-ATD,CSS30-ATD,S시리즈 / 30 / Auto Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PETG,,,,,,,,,ABS,,GLASS,,,,,,,30,38.2x,52.9,,product-images/CSS30-ATD.png
S,CSSR30-ATD,CSSR30-ATD,S시리즈(R형) / 30 / Auto Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PETG,,,,,,,,,ABS,,GLASS,,,,,,,30,38.2x,52.9,,product-images/CSSR30-ATD.png
S,CSS50-ATD,CSS50-ATD,S시리즈 / 50 / Auto Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PETG,,,,,,,,,ABS,,GLASS,,,,,,,50,38.2x114.7,65.2,,product-images/CSS50-ATD.png
S,CSSN40-ATD,CSSN40-ATD,S시리즈(N형) / 40 / Auto Dropper,Dropper Bottle,PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PETG,,,,,,,,,ABS,,GLASS,,,,,,,40,39.5x96.1,52.1,,product-images/CSSN40-ATD.png
S,CSS30-P(S),CSS30-P(S),S시리즈 / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,38.2x90,50.3,,product-images/CSS30-P(S).png
S,CSS30-P(SL),CSS30-P(SL),S시리즈 / 30 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,38.2x98.2,51.8,,product-images/CSS30-P(SL).png
S,CSSR30-P(S),CSSR30-P(S),S시리즈(R형) / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,38.2x90,50.3,,product-images/CSSR30-P(S).png
S,CSSR30-P(SL),CSSR30-P(SL),S시리즈(R형) / 30 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,38.2x98.2,51.8,,product-images/CSSR30-P(SL).png
S,CSS50-P(S),CSS50-P(S),S시리즈 / 50 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,38.2x113,62,,product-images/CSS50-P(S).png
S,CSS50-P(SL),CSS50-P(SL),S시리즈 / 50 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,38.2x121.2,63.6,,product-images/CSS50-P(SL).png
S,CSS40-P(S),CSS40-P(S),S시리즈 / 40 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,40,39.5x93.7,52.8,,product-images/CSS40-P(S).png
S,CSS40-P(SL),CSS40-P(SL),S시리즈 / 40 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,40,39.5x102.3,54.4,,product-images/CSS40-P(SL).png
S,CSS20-SUN,CSS20-SUN,S시리즈 / 20 / Sun Stick,Twist-up Stick,ABS,ABS,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,,,,PP,ABS,,,,,,,,,,,,,,,PP,POM,,20,37.3x80,44.8,,product-images/CSS20-SUN.png
S,CSS5-LIP,CSS5-LIP,S시리즈 / 5 / Lip applicator,Bottle w.Wand (Lip Gloss),PETG,PETG,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,PE,,,,,PETG,,,,,,,,,,,,,,PP,,,,5,17x93,15.1,,product-images/CSS5-LIP.png
T,CST110-P,CST110-P,T시리즈 / 110 / Pump,Pump Bottle,PETG,PETG,,,,,PETG,,,,,PETG,,,,,,PETG,PETG,,PP/ABS/PP/AL,,,,,,,,,,,,,,,,110,46.5x193,194.1,,product-images/CST110-P.png
T,CST15-AC,CST15-AC,T시리즈 / 15 / Air Cushion,Cushion Compact,PET,PET,,,,,,,,,,,,,,,,,PET,,,,,PP,SAN/ABS,ABS,,,,,,,,,,,15,76x32.5,91.3,,product-images/CST15-AC.png
T,CST30-C,CST30-C,T시리즈 / 30 / 초음파,Open Jar,PETG,PETG,,,,,,PETG,,PP,,,LLDPE,,,,,,PETG,,,,,,,,,,,,,,,,,,30,57.1x65.4,119.6,,product-images/CST30-C.png
T,CST15-C,CST15-C,T시리즈 / 15 / 초음파,Open Jar,PETG,PETG,,,,,,PETG,,PP,,,LLDPE,,,,,,PETG,,,,,,,,,,,,,,,,,,15,43.6x55.7,50.3,,product-images/CST15-C.png
T,CST20-2S,CST20-2S,T시리즈 / 20 / 2S 구조,Gravity-fed Bottle,PETG,PETG,,,,,,PETG,,PETG,,,,,LDPE,,,,PETG,,,,,,,,,,,,,,,,,,20,28.5x89.5,35.8,,product-images/CST20-2S.png
U,CSU150-AMP,CSU150-AMP,U시리즈(알베아 미스트) / 150 / Albea mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,150,39.8x188.5,60.4,,product-images/CSU150-AMP.png
U,CSU120-AMP,CSU120-AMP,U시리즈 / 120 / Albea mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,120,39.8x164.3,60.3,,product-images/CSU120-AMP.png
U,CSU100-AMP,CSU100-AMP,U시리즈 / 100 / Albea mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,100,39.8x142,52.5,,product-images/CSU100-AMP.png
U,CSU80-AMP,CSU80-AMP,U시리즈 / 80 / Albea mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,80,39.8x125.9,53.4,,product-images/CSU80-AMP.png
U,CSU60-AMP,CSU60-AMP,U시리즈 / 60 / Albea mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,60,39.8x109.8,51.8,,product-images/CSU60-AMP.png
U,CSU150-RAMP,CSU150-RAMP,U시리즈 / 150 / Round mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,150,39.8x185.9,58.4,,product-images/CSU150-RAMP.png
U,CSU120-RAMP,CSU120-RAMP,U시리즈 / 120 / Round mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,120,39.8x161.7,58.3,,product-images/CSU120-RAMP.png
U,CSU100-RAMP,CSU100-RAMP,U시리즈 / 100 / Round mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,100,39.8x139.4,49.6,,product-images/CSU100-RAMP.png
U,CSU80-RAMP,CSU80-RAMP,U시리즈 / 80 / Round mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,80,39.8x123.3,51.5,,product-images/CSU80-RAMP.png
U,CSU60-RAMP,CSU60-RAMP,U시리즈 / 60 / Round mist pump,Spray Bottle,PET,PET,,,,,PETG,,,,,PETG,,,,,,,PET,,PP/AL,,,,,,,,,,,,,,,,60,39.8x107.2,49.4,,product-images/CSU60-RAMP.png
V,CSV170-S,CSV170-S,V시리즈 / 170 / Screw,Gravity-fed Bottle,PET,PET,,,,,,ABS,,PP,,,,,,,,,PET,,,,,,,,,,,,,,,,,,170,50.6x168.5,71.3,,product-images/CSV170-S.png
V,CSV35-P,CSV35-P,V시리즈 / 35 / Pump,Pump Bottle,AS/SAN/GPPS,SAN,,,,,220,,,,,ABS,,,,,,PETG,SAN,,PP/AL,,,,,,,,,,,,,,,,35,42.4x122.9,80.1,,product-images/CSV35-P.png
V,CSV50-C,CSV50-C,V시리즈 / 50 / 초음파,Open Jar,AS/SAN/GPPS,SAN,,,,,,ABS,,PP,,,LLDPE,,,,,PP,SAN,,,,,,,,,,,,,,,,,,50,77.6x59.6,134,,product-images/CSV50-C.png
V,CSV100-ATD,CSV100-ATD,V시리즈 / 100 / Auto Dropper,Dropper Bottle,PET,PET,,,,,,,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,ABS,GLASS,,,,,,,100,39.3x149,71,,product-images/CSV100-ATD.png
V,CSV35-ATD,CSV35-ATD,V시리즈 / 35 / Auto Dropper,Dropper Bottle,PET,PET,,,,,,,,,,ABS,,,LDPE,,,,PET,,,,,,,,,ABS,ABS,,,,,,,,35,36.6x120,81.6,,product-images/CSV35-ATD.png
S,CSSR(2)30-SP,CSSR(2)30-SP,S시리즈(R2) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,30,,,,
S,CSSR(2)30-ATD,CSSR(2)30-ATD,S시리즈(R2) / 30 / Auto Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,,Glass,,,,,,,30,,,,
S,CSSR(2)30-P(펌프/오버캡),CSSR(2)30-P(펌프/오버캡),S시리즈(R2) / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PE,,,,,,,,,,,,PET,,AL,,,,,,,,,,,,,,,,30,,,,
